record_id,student_id,academic_year,term,school_id,level,class,record_date,academic_scores
2106,S2412106,2024/2025,Term 1,ATM2,10,10A,2024-10-25,"{
""pendidikan_agama"": 84,
""pendidikan_pancasila"": 76,
""bahasa_indonesia"": 74,
""matematika"": 74,
""bahasa_inggris"": 73,
""fisika"": 70,
""kimia"": 76,
""biologi"": 78,
""sosiologi"": 74,
""ekonomi"": 72,
""geografi"": 76,
""pjok"": 77,
""informatika"": 74,
""seni_dan_prakarya"": 82
}"
2107,S2412107,2024/2025,Term 1,ATM2,10,10A,2024-10-25,"{
""pendidikan_agama"": 73,
""pendidikan_pancasila"": 73,
""bahasa_indonesia"": 71,
""matematika"": 73,
""bahasa_inggris"": 70,
""fisika"": 71,
""kimia"": 72,
""biologi"": 76,
""sosiologi"": 72,
""ekonomi"": 74,
""geografi"": 71,
""pjok"": 78,
""informatika"": 72,
""seni_dan_prakarya"": 79
}"
2108,S2412108,2024/2025,Term 1,ATM2,10,10A,2024-10-25,"{
""pendidikan_agama"": 83,
""pendidikan_pancasila"": 82,
""bahasa_indonesia"": 79,
""matematika"": 75,
""bahasa_inggris"": 75,
""fisika"": 72,
""kimia"": 74,
""biologi"": 77,
""sosiologi"": 77,
""ekonomi"": 81,
""geografi"": 72,
""pjok"": 84,
""informatika"": 75,
""seni_dan_prakarya"": 91
}"
2109,S2412109,2024/2025,Term 1,ATM2,10,10B,2024-10-25,"{
""pendidikan_agama"": 79,
""pendidikan_pancasila"": 76,
""bahasa_indonesia"": 78,
""matematika"": 75,
""bahasa_inggris"": 79,
""fisika"": 71,
""kimia"": 76,
""biologi"": 77,
""sosiologi"": 75,
""ekonomi"": 77,
""geografi"": 80,
""pjok"": 78,
""informatika"": 77,
""seni_dan_prakarya"": 80
}"
2110,S2412110,2024/2025,Term 1,ATM2,10,10B,2024-10-25,"{
""pendidikan_agama"": 80,
""pendidikan_pancasila"": 77,
""bahasa_indonesia"": 77,
""matematika"": 73,
""bahasa_inggris"": 86,
""fisika"": 71,
""kimia"": 75,
""biologi"": 75,
""sosiologi"": 75,
""ekonomi"": 71,
""geografi"": 71,
""pjok"": 79,
""informatika"": 80,
""seni_dan_prakarya"": 79
}"
2111,S2412111,2024/2025,Term 1,ATM2,10,10B,2024-10-25,"{
""pendidikan_agama"": 78,
""pendidikan_pancasila"": 80,
""bahasa_indonesia"": 82,
""matematika"": 76,
""bahasa_inggris"": 76,
""fisika"": 73,
""kimia"": 73,
""biologi"": 78,
""sosiologi"": 83,
""ekonomi"": 71,
""geografi"": 80,
""pjok"": 85,
""informatika"": 76,
""seni_dan_prakarya"": 85
}"
2112,S2412112,2024/2025,Term 1,ATM2,10,10B,2024-10-25,"{
""pendidikan_agama"": 72,
""pendidikan_pancasila"": 72,
""bahasa_indonesia"": 70,
""matematika"": 70,
""bahasa_inggris"": 70,
""fisika"": 73,
""kimia"": 70,
""biologi"": 71,
""sosiologi"": 77,
""ekonomi"": 76,
""geografi"": 70,
""pjok"": 72,
""informatika"": 70,
""seni_dan_prakarya"": 78
}"
2113,S2412113,2024/2025,Term 1,ATM2,10,10B,2024-10-25,"{
""pendidikan_agama"": 83,
""pendidikan_pancasila"": 77,
""bahasa_indonesia"": 80,
""matematika"": 76,
""bahasa_inggris"": 91,
""fisika"": 75,
""kimia"": 76,
""biologi"": 80,
""sosiologi"": 82,
""ekonomi"": 83,
""geografi"": 73,
""pjok"": 81,
""informatika"": 84,
""seni_dan_prakarya"": 79
}"
2114,S2412114,2024/2025,Term 1,ATM2,10,10B,2024-10-25,"{
""pendidikan_agama"": 81,
""pendidikan_pancasila"": 76,
""bahasa_indonesia"": 74,
""matematika"": 73,
""bahasa_inggris"": 76,
""fisika"": 73,
""kimia"": 78,
""biologi"": 70,
""sosiologi"": 78,
""ekonomi"": 70,
""geografi"": 74,
""pjok"": 80,
""informatika"": 75,
""seni_dan_prakarya"": 78
}"
2115,S2412115,2024/2025,Term 1,ATM2,10,10B,2024-10-25,"{
""pendidikan_agama"": 76,
""pendidikan_pancasila"": 76,
""bahasa_indonesia"": 73,
""matematika"": 73,
""bahasa_inggris"": 79,
""fisika"": 77,
""kimia"": 72,
""biologi"": 72,
""sosiologi"": 77,
""ekonomi"": 70,
""geografi"": 72,
""pjok"": 79,
""informatika"": 76,
""seni_dan_prakarya"": 80
}"
2116,S2412116,2024/2025,Term 1,ATM2,10,10B,2024-10-25,"{
""pendidikan_agama"": 77,
""pendidikan_pancasila"": 73,
""bahasa_indonesia"": 81,
""matematika"": 73,
""bahasa_inggris"": 94,
""fisika"": 81,
""kimia"": 76,
""biologi"": 70,
""sosiologi"": 74,
""ekonomi"": 70,
""geografi"": 75,
""pjok"": 80,
""informatika"": 84,
""seni_dan_prakarya"": 83
}"
2117,S2412117,2024/2025,Term 1,ATM2,10,10B,2024-10-25,"{
""pendidikan_agama"": 80,
""pendidikan_pancasila"": 88,
""bahasa_indonesia"": 80,
""matematika"": 80,
""bahasa_inggris"": 91,
""fisika"": 73,
""kimia"": 70,
""biologi"": 73,
""sosiologi"": 87,
""ekonomi"": 87,
""geografi"": 75,
""pjok"": 82,
""informatika"": 86,
""seni_dan_prakarya"": 80
}"
2118,S2412118,2024/2025,Term 1,ATM2,10,10B,2024-10-25,"{
""pendidikan_agama"": 78,
""pendidikan_pancasila"": 73,
""bahasa_indonesia"": 74,
""matematika"": 70,
""bahasa_inggris"": 86,
""fisika"": 75,
""kimia"": 70,
""biologi"": 71,
""sosiologi"": 74,
""ekonomi"": 70,
""geografi"": 72,
""pjok"": 77,
""informatika"": 78,
""seni_dan_prakarya"": 72
}"
2119,S2412119,2024/2025,Term 1,ATM2,10,10B,2024-10-25,"{
""pendidikan_agama"": 82,
""pendidikan_pancasila"": 80,
""bahasa_indonesia"": 80,
""matematika"": 76,
""bahasa_inggris"": 85,
""fisika"": 74,
""kimia"": 70,
""biologi"": 72,
""sosiologi"": 83,
""ekonomi"": 73,
""geografi"": 74,
""pjok"": 78,
""informatika"": 81,
""seni_dan_prakarya"": 83
}"
2120,S2412120,2024/2025,Term 1,ATM2,10,10B,2024-10-25,"{
""pendidikan_agama"": 74,
""pendidikan_pancasila"": 75,
""bahasa_indonesia"": 76,
""matematika"": 74,
""bahasa_inggris"": 73,
""fisika"": 78,
""kimia"": 71,
""biologi"": 79,
""sosiologi"": 75,
""ekonomi"": 73,
""geografi"": 76,
""pjok"": 79,
""informatika"": 74,
""seni_dan_prakarya"": 78
}"
2121,S2412121,2024/2025,Term 1,ATM2,10,10B,2024-10-25,"{
""pendidikan_agama"": 89,
""pendidikan_pancasila"": 86,
""bahasa_indonesia"": 84,
""matematika"": 84,
""bahasa_inggris"": 96,
""fisika"": 78,
""kimia"": 79,
""biologi"": 74,
""sosiologi"": 72,
""ekonomi"": 77,
""geografi"": 92,
""pjok"": 83,
""informatika"": 90,
""seni_dan_prakarya"": 91
}"
2122,S2412122,2024/2025,Term 1,ATM2,10,10B,2024-10-25,"{
""pendidikan_agama"": 88,
""pendidikan_pancasila"": 91,
""bahasa_indonesia"": 85,
""matematika"": 80,
""bahasa_inggris"": 80,
""fisika"": 75,
""kimia"": 81,
""biologi"": 76,
""sosiologi"": 79,
""ekonomi"": 85,
""geografi"": 86,
""pjok"": 83,
""informatika"": 80,
""seni_dan_prakarya"": 88
}"
2123,S2412123,2024/2025,Term 1,ATM2,10,10B,2024-10-25,"{
""pendidikan_agama"": 81,
""pendidikan_pancasila"": 79,
""bahasa_indonesia"": 75,
""matematika"": 75,
""bahasa_inggris"": 78,
""fisika"": 70,
""kimia"": 75,
""biologi"": 73,
""sosiologi"": 70,
""ekonomi"": 75,
""geografi"": 82,
""pjok"": 83,
""informatika"": 77,
""seni_dan_prakarya"": 80
}"
2124,S2412124,2024/2025,Term 1,ATM2,10,10B,2024-10-25,"{
""pendidikan_agama"": 83,
""pendidikan_pancasila"": 84,
""bahasa_indonesia"": 86,
""matematika"": 78,
""bahasa_inggris"": 82,
""fisika"": 71,
""kimia"": 80,
""biologi"": 77,
""sosiologi"": 74,
""ekonomi"": 79,
""geografi"": 70,
""pjok"": 81,
""informatika"": 80,
""seni_dan_prakarya"": 83
}"
2125,S2412125,2024/2025,Term 1,ATM2,10,10B,2024-10-25,"{
""pendidikan_agama"": 83,
""pendidikan_pancasila"": 85,
""bahasa_indonesia"": 78,
""matematika"": 75,
""bahasa_inggris"": 90,
""fisika"": 78,
""kimia"": 75,
""biologi"": 76,
""sosiologi"": 76,
""ekonomi"": 76,
""geografi"": 73,
""pjok"": 84,
""informatika"": 83,
""seni_dan_prakarya"": 87
}"
2126,S2412126,2024/2025,Term 1,ATM2,10,10B,2024-10-25,"{
""pendidikan_agama"": 94,
""pendidikan_pancasila"": 95,
""bahasa_indonesia"": 92,
""matematika"": 95,
""bahasa_inggris"": 99,
""fisika"": 78,
""kimia"": 79,
""biologi"": 95,
""sosiologi"": 73,
""ekonomi"": 89,
""geografi"": 71,
""pjok"": 87,
""informatika"": 97,
""seni_dan_prakarya"": 90
}"
2127,S2412127,2024/2025,Term 1,ATM2,10,10B,2024-10-25,"{
""pendidikan_agama"": 78,
""pendidikan_pancasila"": 77,
""bahasa_indonesia"": 82,
""matematika"": 85,
""bahasa_inggris"": 82,
""fisika"": 71,
""kimia"": 74,
""biologi"": 76,
""sosiologi"": 73,
""ekonomi"": 80,
""geografi"": 81,
""pjok"": 77,
""informatika"": 84,
""seni_dan_prakarya"": 79
}"
2128,S2412128,2024/2025,Term 1,ATM2,10,10B,2024-10-25,"{
""pendidikan_agama"": 82,
""pendidikan_pancasila"": 74,
""bahasa_indonesia"": 79,
""matematika"": 74,
""bahasa_inggris"": 75,
""fisika"": 80,
""kimia"": 77,
""biologi"": 77,
""sosiologi"": 73,
""ekonomi"": 78,
""geografi"": 71,
""pjok"": 80,
""informatika"": 75,
""seni_dan_prakarya"": 81
}"
2129,S2412129,2024/2025,Term 1,ATM2,10,10B,2024-10-25,"{
""pendidikan_agama"": 74,
""pendidikan_pancasila"": 74,
""bahasa_indonesia"": 77,
""matematika"": 77,
""bahasa_inggris"": 94,
""fisika"": 74,
""kimia"": 72,
""biologi"": 70,
""sosiologi"": 73,
""ekonomi"": 78,
""geografi"": 73,
""pjok"": 76,
""informatika"": 86,
""seni_dan_prakarya"": 80
}"
2130,S2412130,2024/2025,Term 1,ATM2,10,10B,2024-10-25,"{
""pendidikan_agama"": 77,
""pendidikan_pancasila"": 75,
""bahasa_indonesia"": 77,
""matematika"": 73,
""bahasa_inggris"": 81,
""fisika"": 71,
""kimia"": 77,
""biologi"": 73,
""sosiologi"": 70,
""ekonomi"": 75,
""geografi"": 71,
""pjok"": 80,
""informatika"": 77,
""seni_dan_prakarya"": 79
}"
2131,S2412131,2024/2025,Term 1,ATM2,10,10B,2024-10-25,"{
""pendidikan_agama"": 76,
""pendidikan_pancasila"": 73,
""bahasa_indonesia"": 71,
""matematika"": 74,
""bahasa_inggris"": 75,
""fisika"": 75,
""kimia"": 73,
""biologi"": 76,
""sosiologi"": 71,
""ekonomi"": 71,
""geografi"": 74,
""pjok"": 78,
""informatika"": 75,
""seni_dan_prakarya"": 75
}"
2132,S2412132,2024/2025,Term 1,ATM2,10,10B,2024-10-25,"{
""pendidikan_agama"": 73,
""pendidikan_pancasila"": 73,
""bahasa_indonesia"": 74,
""matematika"": 76,
""bahasa_inggris"": 73,
""fisika"": 71,
""kimia"": 74,
""biologi"": 71,
""sosiologi"": 77,
""ekonomi"": 70,
""geografi"": 72,
""pjok"": 76,
""informatika"": 75,
""seni_dan_prakarya"": 76
}"
2133,S2412133,2024/2025,Term 1,ATM2,10,10B,2024-10-25,"{
""pendidikan_agama"": 88,
""pendidikan_pancasila"": 88,
""bahasa_indonesia"": 81,
""matematika"": 86,
""bahasa_inggris"": 91,
""fisika"": 77,
""kimia"": 70,
""biologi"": 82,
""sosiologi"": 86,
""ekonomi"": 71,
""geografi"": 81,
""pjok"": 83,
""informatika"": 89,
""seni_dan_prakarya"": 82
}"
2134,S2412134,2024/2025,Term 1,ATM2,10,10B,2024-10-25,"{
""pendidikan_agama"": 79,
""pendidikan_pancasila"": 79,
""bahasa_indonesia"": 76,
""matematika"": 85,
""bahasa_inggris"": 90,
""fisika"": 84,
""kimia"": 79,
""biologi"": 75,
""sosiologi"": 77,
""ekonomi"": 70,
""geografi"": 77,
""pjok"": 83,
""informatika"": 88,
""seni_dan_prakarya"": 88
}"
2135,S2412135,2024/2025,Term 1,ATM2,10,10B,2024-10-25,"{
""pendidikan_agama"": 75,
""pendidikan_pancasila"": 73,
""bahasa_indonesia"": 72,
""matematika"": 73,
""bahasa_inggris"": 74,
""fisika"": 71,
""kimia"": 76,
""biologi"": 73,
""sosiologi"": 71,
""ekonomi"": 70,
""geografi"": 73,
""pjok"": 77,
""informatika"": 74,
""seni_dan_prakarya"": 73
}"
2136,S2410001,2024/2025,Term 2,A01,10,10A,2025-01-24,"{
""pendidikan_agama"": 80,
""pendidikan_pancasila"": 79,
""bahasa_indonesia"": 85,
""matematika"": 80,
""bahasa_inggris"": 89,
""fisika"": 76,
""kimia"": 86,
""biologi"": 84,
""sosiologi"": 90,
""ekonomi"": 76,
""geografi"": 77,
""pjok"": 82,
""informatika"": 85,
""seni_dan_prakarya"": 84
}"
2137,S2410002,2024/2025,Term 2,A01,10,10A,2025-01-24,"{
""pendidikan_agama"": 81,
""pendidikan_pancasila"": 79,
""bahasa_indonesia"": 80,
""matematika"": 80,
""bahasa_inggris"": 82,
""fisika"": 80,
""kimia"": 81,
""biologi"": 71,
""sosiologi"": 83,
""ekonomi"": 76,
""geografi"": 81,
""pjok"": 85,
""informatika"": 81,
""seni_dan_prakarya"": 91
}"
2138,S2410003,2024/2025,Term 2,A01,10,10A,2025-01-24,"{
""pendidikan_agama"": 80,
""pendidikan_pancasila"": 76,
""bahasa_indonesia"": 79,
""matematika"": 72,
""bahasa_inggris"": 87,
""fisika"": 77,
""kimia"": 89,
""biologi"": 78,
""sosiologi"": 91,
""ekonomi"": 77,
""geografi"": 91,
""pjok"": 77,
""informatika"": 80,
""seni_dan_prakarya"": 91
}"
2139,S2410004,2024/2025,Term 2,A01,10,10A,2025-01-24,"{
""pendidikan_agama"": 88,
""pendidikan_pancasila"": 80,
""bahasa_indonesia"": 79,
""matematika"": 72,
""bahasa_inggris"": 82,
""fisika"": 78,
""kimia"": 84,
""biologi"": 80,
""sosiologi"": 79,
""ekonomi"": 76,
""geografi"": 80,
""pjok"": 89,
""informatika"": 77,
""seni_dan_prakarya"": 91
}"
2140,S2410005,2024/2025,Term 2,A01,10,10A,2025-01-24,"{
""pendidikan_agama"": 85,
""pendidikan_pancasila"": 88,
""bahasa_indonesia"": 80,
""matematika"": 75,
""bahasa_inggris"": 82,
""fisika"": 76,
""kimia"": 80,
""biologi"": 76,
""sosiologi"": 73,
""ekonomi"": 82,
""geografi"": 74,
""pjok"": 83,
""informatika"": 79,
""seni_dan_prakarya"": 91
}"
2141,S2410006,2024/2025,Term 2,A01,10,10A,2025-01-24,"{
""pendidikan_agama"": 81,
""pendidikan_pancasila"": 76,
""bahasa_indonesia"": 79,
""matematika"": 80,
""bahasa_inggris"": 77,
""fisika"": 86,
""kimia"": 78,
""biologi"": 73,
""sosiologi"": 78,
""ekonomi"": 84,
""geografi"": 84,
""pjok"": 80,
""informatika"": 79,
""seni_dan_prakarya"": 86
}"
2142,S2410007,2024/2025,Term 2,A01,10,10A,2025-01-24,"{
""pendidikan_agama"": 88,
""pendidikan_pancasila"": 91,
""bahasa_indonesia"": 83,
""matematika"": 80,
""bahasa_inggris"": 81,
""fisika"": 91,
""kimia"": 80,
""biologi"": 71,
""sosiologi"": 72,
""ekonomi"": 79,
""geografi"": 70,
""pjok"": 82,
""informatika"": 81,
""seni_dan_prakarya"": 91
}"
2143,S2410008,2024/2025,Term 2,A01,10,10A,2025-01-24,"{
""pendidikan_agama"": 85,
""pendidikan_pancasila"": 81,
""bahasa_indonesia"": 78,
""matematika"": 75,
""bahasa_inggris"": 81,
""fisika"": 80,
""kimia"": 71,
""biologi"": 80,
""sosiologi"": 76,
""ekonomi"": 86,
""geografi"": 93,
""pjok"": 88,
""informatika"": 78,
""seni_dan_prakarya"": 91
}"
2144,S2410009,2024/2025,Term 2,A01,10,10A,2025-01-24,"{
""pendidikan_agama"": 90,
""pendidikan_pancasila"": 82,
""bahasa_indonesia"": 84,
""matematika"": 80,
""bahasa_inggris"": 89,
""fisika"": 81,
""kimia"": 73,
""biologi"": 80,
""sosiologi"": 79,
""ekonomi"": 83,
""geografi"": 75,
""pjok"": 85,
""informatika"": 85,
""seni_dan_prakarya"": 89
}"
2145,S2410010,2024/2025,Term 2,A01,10,10A,2025-01-24,"{
""pendidikan_agama"": 90,
""pendidikan_pancasila"": 76,
""bahasa_indonesia"": 83,
""matematika"": 75,
""bahasa_inggris"": 87,
""fisika"": 89,
""kimia"": 70,
""biologi"": 80,
""sosiologi"": 84,
""ekonomi"": 72,
""geografi"": 72,
""pjok"": 82,
""informatika"": 81,
""seni_dan_prakarya"": 97
}"
2146,S2410011,2024/2025,Term 2,A01,10,10A,2025-01-24,"{
""pendidikan_agama"": 85,
""pendidikan_pancasila"": 77,
""bahasa_indonesia"": 79,
""matematika"": 80,
""bahasa_inggris"": 85,
""fisika"": 85,
""kimia"": 81,
""biologi"": 77,
""sosiologi"": 80,
""ekonomi"": 90,
""geografi"": 88,
""pjok"": 83,
""informatika"": 83,
""seni_dan_prakarya"": 87
}"
2147,S2410012,2024/2025,Term 2,A01,10,10A,2025-01-24,"{
""pendidikan_agama"": 80,
""pendidikan_pancasila"": 77,
""bahasa_indonesia"": 76,
""matematika"": 75,
""bahasa_inggris"": 83,
""fisika"": 71,
""kimia"": 85,
""biologi"": 75,
""sosiologi"": 79,
""ekonomi"": 90,
""geografi"": 71,
""pjok"": 81,
""informatika"": 79,
""seni_dan_prakarya"": 91
}"
2148,S2410013,2024/2025,Term 2,A01,10,10A,2025-01-24,"{
""pendidikan_agama"": 76,
""pendidikan_pancasila"": 77,
""bahasa_indonesia"": 81,
""matematika"": 80,
""bahasa_inggris"": 84,
""fisika"": 91,
""kimia"": 80,
""biologi"": 72,
""sosiologi"": 83,
""ekonomi"": 72,
""geografi"": 91,
""pjok"": 85,
""informatika"": 82,
""seni_dan_prakarya"": 91
}"
2149,S2410014,2024/2025,Term 2,A01,10,10A,2025-01-24,"{
""pendidikan_agama"": 76,
""pendidikan_pancasila"": 80,
""bahasa_indonesia"": 78,
""matematika"": 75,
""bahasa_inggris"": 89,
""fisika"": 71,
""kimia"": 72,
""biologi"": 79,
""sosiologi"": 86,
""ekonomi"": 78,
""geografi"": 70,
""pjok"": 82,
""informatika"": 82,
""seni_dan_prakarya"": 91
}"
2150,S2410015,2024/2025,Term 2,A01,10,10A,2025-01-24,"{
""pendidikan_agama"": 76,
""pendidikan_pancasila"": 82,
""bahasa_indonesia"": 77,
""matematika"": 75,
""bahasa_inggris"": 90,
""fisika"": 81,
""kimia"": 74,
""biologi"": 83,
""sosiologi"": 80,
""ekonomi"": 71,
""geografi"": 78,
""pjok"": 86,
""informatika"": 83,
""seni_dan_prakarya"": 91
}"
2151,S2410016,2024/2025,Term 2,A01,10,10A,2025-01-24,"{
""pendidikan_agama"": 80,
""pendidikan_pancasila"": 77,
""bahasa_indonesia"": 76,
""matematika"": 75,
""bahasa_inggris"": 85,
""fisika"": 73,
""kimia"": 83,
""biologi"": 84,
""sosiologi"": 80,
""ekonomi"": 87,
""geografi"": 71,
""pjok"": 82,
""informatika"": 80,
""seni_dan_prakarya"": 91
}"
2152,S2410017,2024/2025,Term 2,A01,10,10A,2025-01-24,"{
""pendidikan_agama"": 90,
""pendidikan_pancasila"": 84,
""bahasa_indonesia"": 85,
""matematika"": 75,
""bahasa_inggris"": 88,
""fisika"": 79,
""kimia"": 77,
""biologi"": 83,
""sosiologi"": 84,
""ekonomi"": 93,
""geografi"": 73,
""pjok"": 82,
""informatika"": 82,
""seni_dan_prakarya"": 93
}"
2153,S2410018,2024/2025,Term 2,A01,10,10A,2025-01-24,"{
""pendidikan_agama"": 95,
""pendidikan_pancasila"": 94,
""bahasa_indonesia"": 85,
""matematika"": 85,
""bahasa_inggris"": 88,
""fisika"": 73,
""kimia"": 83,
""biologi"": 96,
""sosiologi"": 86,
""ekonomi"": 75,
""geografi"": 77,
""pjok"": 88,
""informatika"": 87,
""seni_dan_prakarya"": 98
}"
2154,S2410019,2024/2025,Term 2,A01,10,10A,2025-01-24,"{
""pendidikan_agama"": 80,
""pendidikan_pancasila"": 79,
""bahasa_indonesia"": 81,
""matematika"": 75,
""bahasa_inggris"": 92,
""fisika"": 80,
""kimia"": 79,
""biologi"": 83,
""sosiologi"": 70,
""ekonomi"": 85,
""geografi"": 76,
""pjok"": 81,
""informatika"": 84,
""seni_dan_prakarya"": 78
}"
2155,S2410020,2024/2025,Term 2,A01,10,10A,2025-01-24,"{
""pendidikan_agama"": 88,
""pendidikan_pancasila"": 83,
""bahasa_indonesia"": 81,
""matematika"": 80,
""bahasa_inggris"": 79,
""fisika"": 75,
""kimia"": 78,
""biologi"": 84,
""sosiologi"": 83,
""ekonomi"": 76,
""geografi"": 81,
""pjok"": 85,
""informatika"": 80,
""seni_dan_prakarya"": 80
}"
2156,S2410021,2024/2025,Term 2,A01,10,10A,2025-01-24,"{
""pendidikan_agama"": 76,
""pendidikan_pancasila"": 76,
""bahasa_indonesia"": 76,
""matematika"": 75,
""bahasa_inggris"": 93,
""fisika"": 73,
""kimia"": 82,
""biologi"": 82,
""sosiologi"": 84,
""ekonomi"": 74,
""geografi"": 74,
""pjok"": 82,
""informatika"": 84,
""seni_dan_prakarya"": 82
}"
2157,S2410022,2024/2025,Term 2,A01,10,10A,2025-01-24,"{
""pendidikan_agama"": 83,
""pendidikan_pancasila"": 86,
""bahasa_indonesia"": 81,
""matematika"": 80,
""bahasa_inggris"": 90,
""fisika"": 72,
""kimia"": 76,
""biologi"": 72,
""sosiologi"": 83,
""ekonomi"": 73,
""geografi"": 88,
""pjok"": 85,
""informatika"": 85,
""seni_dan_prakarya"": 90
}"
2158,S2410023,2024/2025,Term 2,A01,10,10A,2025-01-24,"{
""pendidikan_agama"": 76,
""pendidikan_pancasila"": 78,
""bahasa_indonesia"": 83,
""matematika"": 75,
""bahasa_inggris"": 92,
""fisika"": 81,
""kimia"": 84,
""biologi"": 75,
""sosiologi"": 74,
""ekonomi"": 86,
""geografi"": 77,
""pjok"": 81,
""informatika"": 84,
""seni_dan_prakarya"": 93
}"
2159,S2410024,2024/2025,Term 2,A01,10,10A,2025-01-24,"{
""pendidikan_agama"": 76,
""pendidikan_pancasila"": 78,
""bahasa_indonesia"": 74,
""matematika"": 75,
""bahasa_inggris"": 80,
""fisika"": 82,
""kimia"": 83,
""biologi"": 70,
""sosiologi"": 74,
""ekonomi"": 70,
""geografi"": 79,
""pjok"": 85,
""informatika"": 78,
""seni_dan_prakarya"": 84
}"
2160,S2410025,2024/2025,Term 2,A01,10,10A,2025-01-24,"{
""pendidikan_agama"": 90,
""pendidikan_pancasila"": 83,
""bahasa_indonesia"": 85,
""matematika"": 80,
""bahasa_inggris"": 94,
""fisika"": 77,
""kimia"": 83,
""biologi"": 93,
""sosiologi"": 70,
""ekonomi"": 83,
""geografi"": 93,
""pjok"": 85,
""informatika"": 87,
""seni_dan_prakarya"": 87
}"
2161,S2410026,2024/2025,Term 2,A01,10,10A,2025-01-24,"{
""pendidikan_agama"": 76,
""pendidikan_pancasila"": 85,
""bahasa_indonesia"": 81,
""matematika"": 80,
""bahasa_inggris"": 89,
""fisika"": 83,
""kimia"": 71,
""biologi"": 76,
""sosiologi"": 72,
""ekonomi"": 82,
""geografi"": 88,
""pjok"": 82,
""informatika"": 85,
""seni_dan_prakarya"": 86
}"
2162,S2410027,2024/2025,Term 2,A01,10,10A,2025-01-24,"{
""pendidikan_agama"": 88,
""pendidikan_pancasila"": 88,
""bahasa_indonesia"": 84,
""matematika"": 75,
""bahasa_inggris"": 92,
""fisika"": 85,
""kimia"": 80,
""biologi"": 72,
""sosiologi"": 72,
""ekonomi"": 74,
""geografi"": 87,
""pjok"": 81,
""informatika"": 84,
""seni_dan_prakarya"": 100
}"
2163,S2410028,2024/2025,Term 2,A01,10,10A,2025-01-24,"{
""pendidikan_agama"": 88,
""pendidikan_pancasila"": 92,
""bahasa_indonesia"": 84,
""matematika"": 75,
""bahasa_inggris"": 86,
""fisika"": 79,
""kimia"": 92,
""biologi"": 83,
""sosiologi"": 78,
""ekonomi"": 93,
""geografi"": 88,
""pjok"": 86,
""informatika"": 81,
""seni_dan_prakarya"": 82
}"
2164,S2410029,2024/2025,Term 2,A01,10,10A,2025-01-24,"{
""pendidikan_agama"": 85,
""pendidikan_pancasila"": 94,
""bahasa_indonesia"": 86,
""matematika"": 80,
""bahasa_inggris"": 88,
""fisika"": 86,
""kimia"": 91,
""biologi"": 77,
""sosiologi"": 80,
""ekonomi"": 77,
""geografi"": 94,
""pjok"": 78,
""informatika"": 84,
""seni_dan_prakarya"": 97
}"
2165,S2410030,2024/2025,Term 2,A01,10,10A,2025-01-24,"{
""pendidikan_agama"": 83,
""pendidikan_pancasila"": 80,
""bahasa_indonesia"": 83,
""matematika"": 72,
""bahasa_inggris"": 88,
""fisika"": 81,
""kimia"": 72,
""biologi"": 71,
""sosiologi"": 79,
""ekonomi"": 71,
""geografi"": 92,
""pjok"": 84,
""informatika"": 80,
""seni_dan_prakarya"": 77
}"
2166,S2410031,2024/2025,Term 2,A01,10,10A,2025-01-24,"{
""pendidikan_agama"": 76,
""pendidikan_pancasila"": 74,
""bahasa_indonesia"": 81,
""matematika"": 72,
""bahasa_inggris"": 78,
""fisika"": 83,
""kimia"": 71,
""biologi"": 75,
""sosiologi"": 76,
""ekonomi"": 83,
""geografi"": 72,
""pjok"": 79,
""informatika"": 75,
""seni_dan_prakarya"": 77
}"
2167,S2410032,2024/2025,Term 2,A01,10,10B,2025-01-24,"{
""pendidikan_agama"": 76,
""pendidikan_pancasila"": 84,
""bahasa_indonesia"": 79,
""matematika"": 80,
""bahasa_inggris"": 90,
""fisika"": 89,
""kimia"": 76,
""biologi"": 81,
""sosiologi"": 77,
""ekonomi"": 83,
""geografi"": 74,
""pjok"": 82,
""informatika"": 85,
""seni_dan_prakarya"": 85
}"
2168,S2410033,2024/2025,Term 2,A01,10,10B,2025-01-24,"{
""pendidikan_agama"": 90,
""pendidikan_pancasila"": 92,
""bahasa_indonesia"": 80,
""matematika"": 80,
""bahasa_inggris"": 84,
""fisika"": 89,
""kimia"": 73,
""biologi"": 89,
""sosiologi"": 83,
""ekonomi"": 73,
""geografi"": 90,
""pjok"": 81,
""informatika"": 82,
""seni_dan_prakarya"": 83
}"
2169,S2410034,2024/2025,Term 2,A01,10,10B,2025-01-24,"{
""pendidikan_agama"": 85,
""pendidikan_pancasila"": 81,
""bahasa_indonesia"": 86,
""matematika"": 80,
""bahasa_inggris"": 84,
""fisika"": 76,
""kimia"": 91,
""biologi"": 80,
""sosiologi"": 92,
""ekonomi"": 84,
""geografi"": 71,
""pjok"": 84,
""informatika"": 82,
""seni_dan_prakarya"": 82
}"
2170,S2410035,2024/2025,Term 2,A01,10,10B,2025-01-24,"{
""pendidikan_agama"": 81,
""pendidikan_pancasila"": 79,
""bahasa_indonesia"": 78,
""matematika"": 75,
""bahasa_inggris"": 79,
""fisika"": 81,
""kimia"": 72,
""biologi"": 84,
""sosiologi"": 76,
""ekonomi"": 71,
""geografi"": 80,
""pjok"": 86,
""informatika"": 77,
""seni_dan_prakarya"": 83
}"
